,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"channel_contribution_original_scale[2022-10-16T00:00:00.000000000, search_spend]",2982.258,1932.299,2.978,6368.136,52.958,37.455,1141.39,1037.148,1.0
"channel_contribution_original_scale[2022-10-16T00:00:00.000000000, radio_spend]",869.975,713.316,2.276,2170.848,15.602,11.034,1509.668,1188.205,1.0
"channel_contribution_original_scale[2022-10-23T00:00:00.000000000, tv_spend]",1739.559,1405.958,0.388,4303.996,35.669,26.184,1350.807,1181.013,1.0
"channel_contribution_original_scale[2022-10-23T00:00:00.000000000, digital_spend]",1334.463,1065.073,0.915,3097.566,23.022,16.281,1508.49,820.864,0.999
"channel_contribution_original_scale[2022-10-23T00:00:00.000000000, social_spend]",2869.471,1996.885,4.31,6409.457,59.0,41.73,852.632,950.003,1.0
"channel_contribution_original_scale[2022-10-23T00:00:00.000000000, search_spend]",2294.156,1796.942,2.099,5482.53,47.484,33.583,1120.774,1064.709,1.0
"channel_contribution_original_scale[2022-10-23T00:00:00.000000000, radio_spend]",507.801,507.355,0.931,1410.537,11.345,8.023,1530.62,1188.271,1.001
"channel_contribution_original_scale[2022-10-30T00:00:00.000000000, tv_spend]",1262.862,1220.373,0.291,3444.5,31.099,23.601,1356.849,1123.981,1.001
"channel_contribution_original_scale[2022-10-30T00:00:00.000000000, digital_spend]",912.159,855.149,1.644,2275.882,18.094,13.458,1541.348,914.935,0.999
"channel_contribution_original_scale[2022-10-30T00:00:00.000000000, social_spend]",1819.334,1831.342,1.233,4938.922,48.701,34.444,892.383,966.323,1.0
"channel_contribution_original_scale[2022-10-30T00:00:00.000000000, search_spend]",2309.771,1637.729,2.179,5259.162,42.573,30.11,1201.3,1042.176,1.0
"channel_contribution_original_scale[2022-10-30T00:00:00.000000000, radio_spend]",416.232,420.3,0.819,1141.954,9.219,6.526,1604.598,1173.442,1.001
"channel_contribution_original_scale[2022-11-06T00:00:00.000000000, tv_spend]",1336.294,1186.292,0.314,3372.743,30.311,23.06,1380.683,1181.013,1.001
"channel_contribution_original_scale[2022-11-06T00:00:00.000000000, digital_spend]",755.759,746.799,0.507,1866.333,15.958,11.759,1551.698,909.767,0.999
"channel_contribution_original_scale[2022-11-06T00:00:00.000000000, social_spend]",1693.02,1632.589,1.557,4435.443,42.844,30.301,910.971,800.401,1.0
"channel_contribution_original_scale[2022-11-06T00:00:00.000000000, search_spend]",2711.276,1746.086,2.541,5794.308,45.993,32.529,1229.44,1018.885,1.0
"channel_contribution_original_scale[2022-11-06T00:00:00.000000000, radio_spend]",405.362,389.444,0.904,1058.218,8.421,6.029,1611.657,1187.853,1.001
"channel_contribution_original_scale[2022-11-13T00:00:00.000000000, tv_spend]",2140.036,1528.115,0.429,4724.673,38.438,27.708,1354.057,1027.765,1.001
"channel_contribution_original_scale[2022-11-13T00:00:00.000000000, digital_spend]",546.982,607.303,0.359,1420.501,13.115,9.594,1571.387,918.852,0.999
"channel_contribution_original_scale[2022-11-13T00:00:00.000000000, social_spend]",2137.986,1683.954,2.984,4953.783,46.497,32.885,884.411,924.796,1.0
"channel_contribution_original_scale[2022-11-13T00:00:00.000000000, search_spend]",2135.82,1611.16,2.011,5048.403,42.063,29.749,1157.598,1027.107,1.0
"channel_contribution_original_scale[2022-11-13T00:00:00.000000000, radio_spend]",904.051,722.595,3.367,2192.952,15.58,11.018,1521.535,1158.887,1.0
"channel_contribution_original_scale[2022-11-20T00:00:00.000000000, tv_spend]",1651.984,1404.637,0.372,4179.557,35.738,26.399,1347.7,1184.861,1.001
"channel_contribution_original_scale[2022-11-20T00:00:00.000000000, digital_spend]",1244.896,997.598,0.786,2852.769,21.451,15.254,1505.343,807.999,0.999
"channel_contribution_original_scale[2022-11-20T00:00:00.000000000, social_spend]",2818.254,1859.279,12.913,6006.361,56.93,40.266,821.463,946.45,1.001
"channel_contribution_original_scale[2022-11-20T00:00:00.000000000, search_spend]",2302.048,1461.727,2.198,4867.999,38.766,27.418,1230.63,1019.124,1.0
"channel_contribution_original_scale[2022-11-20T00:00:00.000000000, radio_spend]",441.317,456.013,1.339,1253.775,10.285,7.274,1502.504,1221.712,1.001
"channel_contribution_original_scale[2022-11-27T00:00:00.000000000, tv_spend]",1371.255,1283.128,0.313,3649.724,32.695,24.729,1362.857,1169.654,1.001
"channel_contribution_original_scale[2022-11-27T00:00:00.000000000, digital_spend]",1890.959,1400.028,3.367,4324.916,31.203,22.067,1482.853,804.942,0.999
"channel_contribution_original_scale[2022-11-27T00:00:00.000000000, social_spend]",1779.261,1675.37,1.591,4567.998,46.077,32.588,852.574,835.347,1.0
"channel_contribution_original_scale[2022-11-27T00:00:00.000000000, search_spend]",3343.17,1895.095,3.252,6566.093,51.214,36.222,1225.008,934.446,1.0
"channel_contribution_original_scale[2022-11-27T00:00:00.000000000, radio_spend]",999.072,798.027,2.737,2422.384,17.36,12.277,1495.829,1144.541,1.0
"channel_contribution_original_scale[2022-12-04T00:00:00.000000000, tv_spend]",1291.262,1191.214,0.965,3365.202,30.468,23.247,1375.35,1170.298,1.001
"channel_contribution_original_scale[2022-12-04T00:00:00.000000000, digital_spend]",1603.498,1255.527,1.255,3746.732,27.376,19.36,1502.065,816.715,0.999
"channel_contribution_original_scale[2022-12-04T00:00:00.000000000, social_spend]",1168.68,1382.01,0.636,3419.183,36.273,25.654,904.73,880.727,1.0
"channel_contribution_original_scale[2022-12-04T00:00:00.000000000, search_spend]",2544.271,1714.706,2.571,5525.777,47.111,33.32,1116.72,1014.141,1.0
"channel_contribution_original_scale[2022-12-04T00:00:00.000000000, radio_spend]",712.153,629.983,1.604,1814.99,13.849,9.794,1496.504,1188.421,1.0
"channel_contribution_original_scale[2022-12-11T00:00:00.000000000, tv_spend]",1485.505,1214.808,0.352,3587.889,30.947,23.373,1379.91,1126.631,1.001
"channel_contribution_original_scale[2022-12-11T00:00:00.000000000, digital_spend]",1640.62,1270.812,1.264,3818.439,27.735,19.614,1509.801,816.648,0.999
"channel_contribution_original_scale[2022-12-11T00:00:00.000000000, social_spend]",1438.269,1337.183,1.666,3569.6,35.928,25.41,901.41,888.353,1.0
"channel_contribution_original_scale[2022-12-11T00:00:00.000000000, search_spend]",1994.687,1523.511,1.894,4725.593,40.467,28.62,1127.8,983.081,1.0
"channel_contribution_original_scale[2022-12-11T00:00:00.000000000, radio_spend]",655.984,581.057,1.518,1677.5,12.593,8.906,1541.182,1188.421,1.001
"channel_contribution_original_scale[2022-12-18T00:00:00.000000000, tv_spend]",1087.451,1072.219,0.26,2934.815,27.517,21.208,1367.124,1169.802,1.001
"channel_contribution_original_scale[2022-12-18T00:00:00.000000000, digital_spend]",972.426,954.516,0.742,2568.603,20.231,15.154,1569.013,915.392,0.999
"channel_contribution_original_scale[2022-12-18T00:00:00.000000000, social_spend]",842.425,1038.322,0.534,2438.096,27.252,19.274,878.11,822.119,1.0
"channel_contribution_original_scale[2022-12-18T00:00:00.000000000, search_spend]",2037.636,1467.352,1.916,4666.779,38.055,26.914,1208.083,1071.157,1.0
"channel_contribution_original_scale[2022-12-18T00:00:00.000000000, radio_spend]",839.577,694.919,2.186,2099.788,15.152,10.716,1524.941,1188.205,1.0
"channel_contribution_original_scale[2022-12-25T00:00:00.000000000, tv_spend]",1070.612,1016.436,0.26,2795.746,26.187,20.249,1387.688,1170.788,1.001
"channel_contribution_original_scale[2022-12-25T00:00:00.000000000, digital_spend]",1175.759,997.931,0.794,2852.54,21.268,15.537,1532.702,843.402,0.999
"channel_contribution_original_scale[2022-12-25T00:00:00.000000000, social_spend]",1266.461,1168.783,1.604,3051.501,31.257,22.106,904.828,888.353,1.001
"channel_contribution_original_scale[2022-12-25T00:00:00.000000000, search_spend]",2089.859,1430.277,1.949,4630.533,37.193,26.305,1223.122,1036.01,1.0
"channel_contribution_original_scale[2022-12-25T00:00:00.000000000, radio_spend]",637.533,581.242,1.408,1655.667,12.75,9.017,1531.101,1173.514,1.0
"channel_contribution_original_scale[2023-01-01T00:00:00.000000000, tv_spend]",1683.968,1256.457,0.391,3781.435,31.751,23.724,1381.971,1126.631,1.001
"channel_contribution_original_scale[2023-01-01T00:00:00.000000000, digital_spend]",1332.128,1078.521,0.912,3130.572,23.156,16.594,1519.316,820.864,0.999
"channel_contribution_original_scale[2023-01-01T00:00:00.000000000, social_spend]",1674.605,1374.255,2.44,3814.094,38.186,27.007,857.374,897.882,1.001
"channel_contribution_original_scale[2023-01-01T00:00:00.000000000, search_spend]",2750.378,1604.21,2.638,5526.297,42.858,30.312,1245.765,1018.701,1.0
"channel_contribution_original_scale[2023-01-01T00:00:00.000000000, radio_spend]",901.901,740.488,2.372,2249.128,16.158,11.427,1515.744,1188.205,1.0
"channel_contribution_original_scale[2023-01-08T00:00:00.000000000, tv_spend]",1557.441,1234.235,0.371,3719.953,31.265,23.361,1370.024,1156.099,1.001
"channel_contribution_original_scale[2023-01-08T00:00:00.000000000, digital_spend]",475.374,692.06,0.328,1541.298,15.208,11.044,1651.479,909.851,1.0
"channel_contribution_original_scale[2023-01-08T00:00:00.000000000, social_spend]",1209.816,1197.408,1.238,3088.899,32.805,23.202,848.787,861.293,1.0
"channel_contribution_original_scale[2023-01-08T00:00:00.000000000, search_spend]",2411.199,1617.433,2.342,5262.099,43.374,30.676,1163.513,1015.16,1.0
"channel_contribution_original_scale[2023-01-08T00:00:00.000000000, radio_spend]",518.644,522.892,1.563,1461.172,11.708,8.28,1532.762,1188.271,1.001
"channel_contribution_original_scale[2023-01-15T00:00:00.000000000, tv_spend]",1447.798,1205.685,0.346,3558.281,30.671,23.064,1376.391,1181.013,1.001
"channel_contribution_original_scale[2023-01-15T00:00:00.000000000, digital_spend]",554.235,612.294,0.339,1436.604,13.334,9.675,1559.717,917.165,0.999
"channel_contribution_original_scale[2023-01-15T00:00:00.000000000, social_spend]",1389.488,1230.78,1.791,3299.884,34.09,24.11,847.334,846.688,1.001
"channel_contribution_original_scale[2023-01-15T00:00:00.000000000, search_spend]",2081.259,1489.991,2.005,4737.54,39.209,27.73,1169.734,1078.849,1.0
"channel_contribution_original_scale[2023-01-15T00:00:00.000000000, radio_spend]",1008.086,812.964,2.71,2465.952,17.741,12.547,1497.841,1158.494,1.0
"channel_contribution_original_scale[2023-01-22T00:00:00.000000000, tv_spend]",1837.139,1375.952,0.404,4245.073,34.719,25.533,1363.238,1086.631,1.001
"channel_contribution_original_scale[2023-01-22T00:00:00.000000000, digital_spend]",1566.022,1188.736,1.046,3578.769,26.064,18.433,1496.952,787.641,0.999
"channel_contribution_original_scale[2023-01-22T00:00:00.000000000, social_spend]",2107.047,1559.777,3.86,4669.583,46.182,32.664,821.828,897.882,1.001
"channel_contribution_original_scale[2023-01-22T00:00:00.000000000, search_spend]",1587.818,1205.4,1.519,3733.297,31.754,22.458,1146.816,1061.431,1.0
"channel_contribution_original_scale[2023-01-22T00:00:00.000000000, radio_spend]",568.459,560.656,1.058,1565.004,12.598,8.909,1509.925,1188.271,1.001
"channel_contribution_original_scale[2023-01-29T00:00:00.000000000, tv_spend]",1255.063,1200.922,0.296,3360.7,30.646,23.285,1353.073,1123.981,1.0
"channel_contribution_original_scale[2023-01-29T00:00:00.000000000, digital_spend]",736.552,784.648,0.551,1970.433,16.797,12.419,1557.364,923.952,1.0
"channel_contribution_original_scale[2023-01-29T00:00:00.000000000, social_spend]",1602.671,1445.426,1.8,3948.307,40.538,28.671,831.69,795.239,1.0
"channel_contribution_original_scale[2023-01-29T00:00:00.000000000, search_spend]",1225.722,1052.131,0.903,3150.993,27.137,19.193,1151.575,1142.694,1.0
"channel_contribution_original_scale[2023-01-29T00:00:00.000000000, radio_spend]",1037.581,836.973,2.76,2532.796,18.327,12.961,1490.933,1161.09,1.0
"channel_contribution_original_scale[2023-02-05T00:00:00.000000000, tv_spend]",1205.867,1114.666,0.286,3127.048,28.554,21.875,1383.037,1170.788,1.001
"channel_contribution_original_scale[2023-02-05T00:00:00.000000000, digital_spend]",1527.083,1172.275,1.052,3508.315,25.623,18.121,1502.936,814.923,0.999
"channel_contribution_original_scale[2023-02-05T00:00:00.000000000, social_spend]",1275.5,1281.511,1.203,3282.115,34.818,24.625,862.117,769.314,1.0
"channel_contribution_original_scale[2023-02-05T00:00:00.000000000, search_spend]",1086.798,935.791,0.812,2834.879,23.602,16.692,1207.855,1104.903,1.0
"channel_contribution_original_scale[2023-02-05T00:00:00.000000000, radio_spend]",590.117,585.392,1.087,1648.024,13.177,9.319,1510.362,1218.589,1.001
"channel_contribution_original_scale[2023-02-12T00:00:00.000000000, tv_spend]",1434.768,1181.688,0.344,3457.463,30.134,22.849,1383.66,1126.631,1.001
"channel_contribution_original_scale[2023-02-12T00:00:00.000000000, digital_spend]",733.653,794.105,0.553,1984.138,17.051,12.601,1571.584,923.873,1.0
"channel_contribution_original_scale[2023-02-12T00:00:00.000000000, social_spend]",1442.785,1313.256,1.731,3530.989,35.862,25.364,874.598,846.688,1.001
"channel_contribution_original_scale[2023-02-12T00:00:00.000000000, search_spend]",950.927,804.021,0.771,2451.744,20.128,14.235,1220.936,1083.778,1.0
"channel_contribution_original_scale[2023-02-12T00:00:00.000000000, radio_spend]",484.078,484.694,0.955,1329.273,10.63,7.518,1593.641,1173.442,1.001
"channel_contribution_original_scale[2023-02-19T00:00:00.000000000, tv_spend]",1478.759,1216.084,1.646,3578.863,30.991,23.39,1375.593,1126.631,1.001
"channel_contribution_original_scale[2023-02-19T00:00:00.000000000, digital_spend]",627.513,670.605,0.416,1610.967,14.463,10.591,1568.212,927.098,0.999
"channel_contribution_original_scale[2023-02-19T00:00:00.000000000, social_spend]",1090.726,1146.062,3.016,2844.305,30.773,21.764,869.583,783.253,1.0
"channel_contribution_original_scale[2023-02-19T00:00:00.000000000, search_spend]",1207.979,788.376,1.067,2619.536,19.933,14.097,1317.007,1058.835,1.0
"channel_contribution_original_scale[2023-02-19T00:00:00.000000000, radio_spend]",304.536,366.371,0.745,900.041,8.0,5.766,1643.957,1234.592,1.001
"channel_contribution_original_scale[2023-02-26T00:00:00.000000000, tv_spend]",918.41,1007.877,0.211,2681.481,25.896,20.143,1359.117,1111.748,1.0
"channel_contribution_original_scale[2023-02-26T00:00:00.000000000, digital_spend]",1071.172,899.863,4.229,2515.388,19.132,13.905,1520.161,821.328,0.999
"channel_contribution_original_scale[2023-02-26T00:00:00.000000000, social_spend]",2746.391,1773.297,5.556,5753.478,55.293,39.109,803.04,931.879,1.001
"channel_contribution_original_scale[2023-02-26T00:00:00.000000000, search_spend]",852.965,610.459,0.812,1932.754,16.131,11.409,1167.269,1060.085,1.0
"channel_contribution_original_scale[2023-02-26T00:00:00.000000000, radio_spend]",276.948,303.574,0.547,766.475,6.579,4.764,1652.85,1173.137,1.001
"channel_contribution_original_scale[2023-03-05T00:00:00.000000000, tv_spend]",1038.838,960.53,0.256,2641.578,24.768,19.171,1396.046,1166.264,1.001
"channel_contribution_original_scale[2023-03-05T00:00:00.000000000, digital_spend]",1014.114,884.23,1.744,2436.994,18.71,13.757,1526.446,843.402,0.999
"channel_contribution_original_scale[2023-03-05T00:00:00.000000000, social_spend]",2182.08,1714.193,2.89,5071.149,50.906,36.005,813.617,795.95,1.001
"channel_contribution_original_scale[2023-03-05T00:00:00.000000000, search_spend]",1226.42,704.101,1.171,2399.503,18.345,12.974,1322.193,1058.835,1.0
"channel_contribution_original_scale[2023-03-05T00:00:00.000000000, radio_spend]",424.242,376.184,1.114,1050.605,8.07,5.765,1633.604,1234.471,1.0
"channel_contribution_original_scale[2023-03-12T00:00:00.000000000, tv_spend]",1150.028,985.775,0.294,2772.545,25.264,19.438,1401.482,1126.631,1.001
"channel_contribution_original_scale[2023-03-12T00:00:00.000000000, digital_spend]",853.463,798.451,1.468,2081.174,16.81,12.51,1541.316,879.399,0.999
"channel_contribution_original_scale[2023-03-12T00:00:00.000000000, social_spend]",1629.792,1545.143,1.523,4116.461,42.435,30.013,860.022,763.317,1.0
"channel_contribution_original_scale[2023-03-12T00:00:00.000000000, search_spend]",2865.794,1441.354,213.079,5313.159,39.387,27.857,1272.162,1036.16,1.0
"channel_contribution_original_scale[2023-03-12T00:00:00.000000000, radio_spend]",531.631,446.556,1.433,1328.912,9.601,6.79,1580.853,1203.199,1.0
"channel_contribution_original_scale[2023-03-19T00:00:00.000000000, tv_spend]",1421.172,1099.807,0.355,3268.669,27.758,20.986,1394.824,1126.631,1.0
"channel_contribution_original_scale[2023-03-19T00:00:00.000000000, digital_spend]",1599.045,1214.465,1.116,3684.434,26.666,18.858,1497.216,815.152,0.999
"channel_contribution_original_scale[2023-03-19T00:00:00.000000000, social_spend]",1782.85,1520.467,2.207,4267.401,42.152,29.813,863.102,846.688,1.0
"channel_contribution_original_scale[2023-03-19T00:00:00.000000000, search_spend]",3171.56,1749.058,3.277,6054.126,49.341,34.898,1168.169,968.529,1.0
"channel_contribution_original_scale[2023-03-19T00:00:00.000000000, radio_spend]",819.923,658.427,3.207,2012.436,14.246,10.075,1521.863,1173.478,1.0
"channel_contribution_original_scale[2023-03-26T00:00:00.000000000, tv_spend]",1447.987,1152.253,0.355,3413.485,29.188,21.99,1381.356,1154.942,1.0
"channel_contribution_original_scale[2023-03-26T00:00:00.000000000, digital_spend]",798.859,831.457,0.603,2131.525,17.797,13.18,1558.841,923.952,1.0
"channel_contribution_original_scale[2023-03-26T00:00:00.000000000, social_spend]",1662.658,1476.212,1.949,4022.84,40.685,28.775,862.087,848.012,1.0
"channel_contribution_original_scale[2023-03-26T00:00:00.000000000, search_spend]",2638.549,1725.906,2.74,5612.627,48.204,34.093,1108.61,1049.587,1.0
"channel_contribution_original_scale[2023-03-26T00:00:00.000000000, radio_spend]",537.55,487.74,1.161,1401.792,10.893,7.704,1510.238,1188.399,1.0
"channel_contribution_original_scale[2023-04-02T00:00:00.000000000, tv_spend]",1329.503,1125.202,0.327,3263.609,28.68,21.73,1383.774,1181.013,1.001
"channel_contribution_original_scale[2023-04-02T00:00:00.000000000, digital_spend]",897.103,822.437,0.589,2169.889,17.381,12.892,1537.854,871.127,0.999
